company,prefer,location,url,tool
웨이커,"• 금융 도메인 경험이 있으신 분
• 주식 투자에 대한 관심과 경험이 있으신 분
• 자연어 처리를 비롯한 AI 기술에 관심이 있으신 분",서울.한국,https://www.wanted.co.kr/wd/183274,"Confluence
Git
GitLab
JIRA
Python
SQL
NLP
AWS"
타이드풀(TIDEPOOL),"• R&D, 납품 용역 과제 수행 및 관리 경험
• AI 관련 석사학위 이상의 연구 경력 또는 그에 준하는 연구 실적",대전.한국,https://www.wanted.co.kr/wd/183049,"Git
Django
Pytorch
HTML
JavaScript
Python
AWS
Docker
PostgreSQL
Kubernetes"
엠에스홀딩스,"• AI 또는 디지털을 활용한 검색, 기사 발굴, 작성 경험자
• 데이터사이언스, 경영정보학 전공자 또는 관련 실무 경험자
• 웹 스크레이핑, 크롤링 등 관련 실무(운영) 경험자",서울.한국,https://www.wanted.co.kr/wd/182955,"Git
React
HTML
JavaScript"
엠에스인포테크,"• AI 또는 디지털을 활용한 검색, 기사 발굴, 작성 경험자
• 데이터사이언스, 경영정보학 전공자 또는 관련 실무 경험자
• 웹 스크레이핑, 크롤링 등 관련 실무(운영) 경험자",서울.한국,https://www.wanted.co.kr/wd/182913,
엠에스투데이,"• AI 또는 디지털을 활용한 검색, 기사 발굴, 작성 경험자
• 데이터사이언스, 경영정보학 전공자 또는 관련 실무 경험자
• 웹 스크레이핑, 크롤링 등 관련 실무(운영) 경험자",서울.한국,https://www.wanted.co.kr/wd/182617,
엠에스투데이,"• AI 또는 디지털을 활용한 검색, 기사 발굴, 작성 경험자
• 데이터사이언스, 웹 스크레이핑, 크롤링 등 관련 실무(운영) 경험자
• 웹 스크레이핑, 크롤링 등 관련 실무(운영) 경험자",서울.한국,https://www.wanted.co.kr/wd/182615,
코인원(coinone),"• 가상자산 산업에 관심과 이해가 있는 분
• 데이터 적재 및 활용을 위한 프로세스 개선 및 프로젝트 수행 경험이 있는 분
• 대내외 다양한 조직과 유연하게 소통하고 적극적으로 협업하실 수 있는 분
• 금융 회사에서 데이터 조회와 보고서 작성 및 검증 업무 경험이 있는 분
• BigQuery, Mysql, dbt, Jupyter Notebook 사용 경험이 있는 분

---------------------------------------------------------------------------------------",서울.한국,https://www.wanted.co.kr/wd/182506,"MySQL
Python"
카테노이드,"• Spark, Kafka, Airflow 등 빅데이터 솔루션 경험 우대
• AI 관련 경험 우대",서울.한국,https://www.wanted.co.kr/wd/182362,
디토닉,"- 컴퓨터 공학 관련 학과 전공
- Full stack 개발자 
- Spring Security 구성 가능
- MSA 설계, 개발, 구축, 운영 가능 
- DB Schema 설계, SQL 및 Index Tuning 능숙 
- 오픈소스 프로젝트 개발 경험
- 솔루션 개발 및 론칭 경험
- AWS,Azure,N Cloud 등 클라우드 및 컨테이너 환경 개발/운영 능숙
- 새로운 분야에 대한 도전에 적극적인 분",경기.한국,https://www.wanted.co.kr/wd/182130,"Linux
컴파일러
알고리즘 개발
네트워크 개발"
올릿,"• D2C 커머스에서 Data 수집 및 분석 경험이 있으신 분
• 주요 지표 개선을 위한 가설을 세우고, 테스트하여 직접 개선해 본 경험이 있으신 분
• Funnel, Cohort, LTV 등 Data 분석 방법론에 높은 이해도와 관심을 보유하신 분",서울.한국,https://www.wanted.co.kr/wd/182124,"HTML
CSS 자바 스크립트"
헥토,"• Java 언어 개발 능력과 Linux/shell을 자유롭게 다루시는 분
• 대용량/분산 처리 환경(Hadoop, Kafka, Spark, Elasticsearch 등) 운영 및 개발 경험
• 다양한 문제에 대한 알고리즘 개발과 창의적 사고를 가지고 있는 분
• 컴퓨터 과학 (Computer Science), 컴퓨터 공학 (Computer Engineering) 및 관련 분야 전공",서울.한국,https://www.wanted.co.kr/wd/181917,"JavaScript
Python"
카카오헬스케어,"• 의료시스템(EMR, HIS 등) 관련 DB를 운영한 경험이 있으신 분
• CDM, HL7 FHIR와 같은 의료 IT 데이터 표준에 대한 지식을 보유하신 분
• 하둡 에코시스템(Hadoop-Ecosystem)과 에어플로우(Apache Airflow)를 사용해 보신 분
• 구글 클라우드 플랫폼 사용 경험을 보유하신 분
• 쿠버네티스를 활용할 수 있으신 분
• 데이터 비식별화(de-identification) 경험을 보유하신 분
• Change Data Capture 경험이 있으신 분
• 실시간 스트리밍 데이터 적재에 대한 경험이 있으신 분",경기.한국,https://www.wanted.co.kr/wd/181514,"React
VueJS
TypeScript
HTML5
CSS3
Angular"
콜로세움코퍼레이션,"• DB 모니터링 프로세스 구축 및 관제 경험이 있는 분
• SQLD , DAP, DAsp 자격증 소유하신 분
• 이커머스 물류 또는 WMS, ERP 경험이 있으신 분",서울.한국,https://www.wanted.co.kr/wd/181471,
비비티에이아이코리아,"• Free Lunch : 오피스 업무시 점심은 무료!
• Medical Checkup : 본인, 배우자, 부모님 건강검진 커버
• Flexable Hours : 자유로운 출퇴근 및 재택근무
• Self-Development : 자기계발에 대한 회사 지원",서울.한국,https://www.wanted.co.kr/wd/181337,
와이더플래닛,"1. Production 하둡 에코시스템, Elasticsearch 개발 및 운영 경험 
2. On-premise 환경에서 오픈소스 플랫폼 / 프레임워크 베이스로 개발 및 운영 경험
3. Cloud(AWS, GCP 등) 환경에서 개발 및 운영 경험",서울.한국,https://www.wanted.co.kr/wd/181098,"Slack
Hadoop
Spark
Jenkins
ElasticSearch
Kubernetes"
브레인커머스,"• Statistics, Econometrics, Applied Science, Operational Research를 전공하신 분
• Data Governance 도입 및 구축에 대한 전반적이고 직접적인 경험이 있으신 분
• GCP Data Engineer 관련 자격을 보유하신 분
• DAP, DAsP 자격을 보유하신 분 (Data Architecture)


[전형 프로세스]
• 서류전형 -＞ 1차 실무 인터뷰 -＞ 2차 협업부서 인터뷰 -＞ 3차 CDO 인터뷰
* 진행 과정에서 필요 시, 전형단계 감소 또는 추가 될 수 있습니다.


[제출서류]
• 이력서, 포트폴리오",서울.한국,https://www.wanted.co.kr/wd/180837,
알티엠,"• 개념 및 고려 사항을 전달할 수 있는 의사소통 능력
• 정보 및 분석 결과를 효과적으로 전달하기 위한 자료 작성 능력",서울.한국,https://www.wanted.co.kr/wd/180586,"Git
Linux
Pytorch
Python"
웨이즈원,"• Big Data 기반 처리 경험 (Hadoop, Spark 등)
• Database(RDBMS)의 다양한 Query를 수행 및 이해
• WebGL 개발 경험
• 소프트웨어 관련 전공자

--",경기.한국,https://www.wanted.co.kr/wd/180491,"Pytorch
Tensorflow
C / C++
Java
Python
GIS
OpenCV
네비게이션 시스템
GIS 시스템
GIS 응용 프로그램"
플랜잇헬스케어,"- 영어 / 일어 가능하신 분
- 의료IT 관련 전공자
- 병원 의료정보시스템  또는 CDW 개발/운영 경험",서울.한국,https://www.wanted.co.kr/wd/180362,
모라이(MORAI),"• 석/박사 학위 소지자
• AI 관련 개발 / 연구 경험 (자율 주행 분야 선호)
• 자동차 또는 시뮬레이터 관련 업계 근무 경력
• DevOps / MLOps에 대한 이해 및 시스템 구축 경험 (KubeFlow)
• OpenLabel, OpenDRIVE, OpenSCENARIO, Open Simulation Interface 등 자율주행 분야 표준에 대한 지식
• 클라우드 서비스 환경 구축 경험 (AWS, Azure, etc.)
• 원활한 외국어 사용 능력",서울.한국,https://www.wanted.co.kr/wd/180030,
프로보티브(Provotive),"• 관련 분야 석사 학위, 박사 학위 보유자.
• 생성형 이미지 모델에 대한 경험.
• 스타트업 근무 경험자.",서울.한국,https://www.wanted.co.kr/wd/179903,"Pytorch
Tensorflow
Java
Python
SQL
C++
3D"
아이오크롭스,"- Python 언어를 능숙하게 사용할 수 있으신 분
- 기획부터 생산까지 로봇 개발의 전 과정을 경험해 보신 분
- 자율주행 로봇과 관련된 프로젝트 경험이 있으신 분
- 로봇 매니퓰레이터의 path planning 개발 경험이 있으신 분
- 정부 지원 과제 수행 경험이 있으신 분
- Ag-Tech에 대한 기본적인 이해나 관심이 있으신 분 (농업 관련 지식이 필수는 아니에요!)",서울.한국,https://www.wanted.co.kr/wd/179020,"Github
Pytorch
React
Tensorflow
Python
TypeScript
C++
SASS
ROS
Next.js"
티맵모빌리티,"• 수천 TPS 이상의 실시간 트래픽을 처리한 경험이 있으신 분
• 분산처리 환경에서 개발과 디버깅을 경험해보신 분
• AWS 사용이 능숙하고, AWS상의 시스템 구축 경험을 보유하신 분
• 시스템 모니터링 지표 획득 / 대시보딩 / alert 체계 구축 및 필요 지표 설계 경험이 있으신 분
• 네트워크, OS, 프로그램 동작 방식에 대한 기본기가 탄탄하신 분
• 오픈소스에 기여하거나 코드레벨에서 문제점을 찾아보신 분
• k8s 환경에서의 개발, 운영이 익숙하신 분
• 전반적인 운영 환경에서(Emr, airflow) 트러블 슈팅에 능숙하신 분
• 코드 품질 관리에 관심이 많으신 분",서울.한국,https://www.wanted.co.kr/wd/178983,"OpenGL
Java
AWS
RDBMS"
이몰디노(eMoldino),"[이런 경험이 있으시면 우대해요]
• 대용량 트래픽을 안정적이고 빠르게 처리할 수 있도록 고민하고 개발해본 경험이 있으신 분을 우대해요.
• 프레임워크 혹은 공통기능을 개발한 경험이 있으신 분을 우대해요.
• AWS 등의 클라우드 기반 서비스를 개발 및 운영 경험이 있는 분을 우대해요.
• MSA(Micro Service Architecture), EDA(Event Driven Architecture)에 대한 경험 또는 관련 기술에 대한 이해가 있으신 분을 우대해요.
• Spring Framework 기반 B2C 서비스 개발 경험이 있으신 분을 우대해요.
• 공급망 관리 솔루션(SCM), 스마트팩토리(Smart Factory)등의 산업 기반의 도메인 지식을 가지고 계신 분을 우대해요.
• 영어 회화가 유창하신 분을 우대해요.",서울.한국,https://www.wanted.co.kr/wd/178648,"Git
React
JavaScript
TypeScript
HTML5
CSS3
Svelte
Vue.JS"
위메이드(WEMADE),"• DBMS 모니터링툴, 관리도구 개발 경력 있으신 분
• SQL 작성 및 최적화 능력을 보유하신 분
• 성능 최적화 관련 역량을 보유하신 분
• DBMS 관련 문제 해결 및 대응 능력을 보유하신 분
• 원활한 업무 커뮤니케이션 능력을 보유하신 분",경기.한국,https://www.wanted.co.kr/wd/178342,
위메이드(WEMADE),"• 컴퓨터공학, 수학, 통계 관련 전공자
• 주도적으로 문제 찾고 해결하시는 분
• 항상 성장을 위해 고민하시는 분
• MongoDB, MySQL, Azure, Superset 경험 보유하신 분",경기.한국,https://www.wanted.co.kr/wd/178341,
그린랩스,"• 로그 수준의 데이터 가공, 분석, 모델링, 서비스 구현까지의 전체 ML 프로세스 경험이 있으신 분
• AWS 또는 GCP 사용 역량을 보유하신 분
• Docker, Airflow등의 운영 도구 사용 역량을 보유하신 분
• 데이터 분석 주제나 이슈에 대한 부서간 커뮤니케이션에 훌륭한 역량을 보유하신 분
• 소셜 플랫폼, 이커머스, 물류 및 유통 데이터 경험이 있으신 분",서울.한국,https://www.wanted.co.kr/wd/178294,"Git
Github
JIRA
GraphQL
MySQL
React
Clojure
JavaScript
Google Analytics
Tableau
AWS
Docker
GCP
React Native"
페이히어,"• AWS, GCP 클라우드 환경에 대한 이해와 경험을 보유한 분을 찾습니다.
• 대용량 데이터 ETL 파이프라인 개발 경험이 있으시면 더 좋습니다.
• Spark, Airflow, BigQuery 등의 기술 사용경험이 있으시면 더 좋습니다.
• 금융 시장 도메인 지식이 있으시거나, 관련 업계 경험이 있으시다면 더욱 좋습니다.",서울.한국,https://www.wanted.co.kr/wd/178279,
페이히어,"• 데이터 분석을 기반으로 의사결정을 진행한 경험이 있으시면 더 좋습니다.
• Python, R 등의 데이터 관련 프로그래밍에 대한 경험이 있으시면 더 좋습니다.
• 데이터 시각화 관련 서비스나 BI(Business Intelligence) 툴을 사용해 본 경험이 있으시면 더 좋습니다.
• 통계학, 금융공학 등의 석박사 학위를 소지하신 분이면 더 좋습니다.",서울.한국,https://www.wanted.co.kr/wd/178145,
캐롯손해보험,"• BI 툴 활용 및 Hadoop에 대한 연동을 이해하신 분이면 좋아요.
• BI 업무의 보다 효율적인 적용을 위한 경험을 보유하신 분이면 더 좋아요.
• 시스템 구성상 전통적인 리포트툴로 적용하는 것보다 효율적인 오픈소스를 사용한 일부 실시간성 리포트 생성 관리를 하시는 분이면 좋아요.",서울.한국,https://www.wanted.co.kr/wd/177950,"Oracle
SQL"
쿠팡,"- AWS, GCP 등 클라우드 환경에서 데이터 인프라 설계 및 개발 운영 경험 
- 프로젝트 및 이니셔티브 리딩 경험 
- Hadoop, Presto, Hive, Spark 이용한 서비스 개발 및 운영 경험 
- Snowflake 및 Databricks 유경험자 우대",서울.한국,https://www.wanted.co.kr/wd/177224,"SQL
Data Analysis
Power BI
Tableau"
알티엠,"- 반도체 등 제조 공정에 대한 경험 및 이해
- 개념 및 고려 사항을 전달할 수 있는 의사소통 능력
- 정보 및 분석 결과를 효과적으로 전달하기 위한 자료 작성 능력",서울.한국,https://www.wanted.co.kr/wd/176470,"Git
Linux
Pytorch
Python"
구름,"[우대 사항]
 • 석사 학위 이상의 학력이 있는 분 (졸업 예정자 가능)
 • AI 분야의 논문을 보고 이해하며, 구현할 수 있는 분
 • AI 분야에서 주요 학회 및 저널에 논문 게재 실적이 있는 분
 • Kaggle 등 AI Competition 수상 혹은 상위 실적이 있는 분
 • 관련 분야 오픈 소스 기여 경험이 있는 분

[채용 과정 안내]
 • 서류 검토 - 1차 면접(화상) - 미션 수행 - 인성 검사 및 2차 면접(대면) - 처우 협의 및 채용 확정
 • 채용 상황에 따라, 전형이 축소/확대 될 수 있습니다
 • 서류검토 결과는 합격/불합격 여부와 관계없이 모든 분께 안내해 드리고 있습니다

[지원 방법 안내]
 • 제출 서류 : '(필수)이력서' 와 '(선택)포트폴리오'
 • 양식 형태 : 자유 양식(PDF 파일), URL 첨부 가능",경기.한국,https://www.wanted.co.kr/wd/176211,"Git
MongoDB
React
Redis
HTML
Java
JavaScript
Node.js
SQL
AWS
HTTP
jQuery
DevOps
ElasticSearch
NodeJS
서버 관리
서버 아키텍처"
포티투닷(42dot),"• 대규모 데이터 가공, 운영 경력 보유
• 데이터 분석을 위한 Python 구사 및 역량을 보유하신 분
• 운영 시스템 기획 및 인력 운영을 경험하신 분
• 의사결정에 필요한 데이터를 식별 및 가공하여 그 기반으로 최선의 결과를 선택 및 실행할 수 있는 분
• 협업을 통해 변화에 대응하며 제품을 만드실 수 있으신 분
• JIRA, Confluence, Slack, Git 등 협업/생산성 도구를 이해하고 효과적으로 활용 가능 하신 분",서울.한국,https://www.wanted.co.kr/wd/176197,"Azure
Java
Python
Scala
AWS
Docker
GCP
Kubernetes"
골든플래닛,"ㆍSI프로젝트 수행 경험이 있으신 분
ㆍETL , BI툴, DW구축, ESB 경험자 우대
ㆍFull-Stack 개발자 우대
ㆍ쿼리 능숙자 우대
ㆍ관련 학과 전공자 우대
ㆍ전자정부프레임워크 경험자 우대
ㆍ다양한 DBMS 경험자 우대
ㆍ새로운 기술 습득이나 연구에 대한 의욕이 있으신 분",서울.한국,https://www.wanted.co.kr/wd/176126,"C#
Java
Python
SQL
Data Analysis
BI
Tableau
개발
데이터베이스
SQL 서버
API
모델링
데이터 분석
설계
데이터 구조
데이터베이스 설계
데이터베이스 관리
데이터 입력
데이터 통합
연구 및 개발
데이터베이스 개발
기술 개발
기술 관리
QlikView
데이터 수집
Datastage
연구 설계
모델링 및 시뮬레이션
정부 업무
연구 관리
SQL DB2
SQL Azure
데이터베이스 관리
전자정부프레임워크"
온누리아이코리아,"• R&D 사업 수행 경험이 있으신 분
• 풀스택 개발이 가능하신 분
• 컴퓨터 / 시스템 공학, 전기 / 전자 공학 , 통계학 등 관련 학과 전공자",서울.한국,https://www.wanted.co.kr/wd/176124,"Github
JavaScript
Python
SQL
NLP
Google Analytics
MS 오피스
API
ElasticSearch
Spring Framework"
골든플래닛,"ㆍ웹 크롤링(스크래핑) 개발 경험이 있으신 분
ㆍ데이터베이스(RDBMS, NoSQL) 관련 경험이 많으신 분
ㆍGCP 등의 클라우드 기반 서비스 개발 경험이 있으신 분
ㆍDocker, Kubernetes 관련 개발 경험이 있으신 분
ㆍELK stack(Elastic Search, Logstash) 관련 개발경험이 있으신 분",서울.한국,https://www.wanted.co.kr/wd/176121,"C#
Java
Python
SQL
Data Analysis
BI
Tableau
개발
데이터베이스
SQL 서버
API
모델링
데이터 분석
설계
데이터 구조
데이터베이스 설계
데이터베이스 관리
데이터 입력
데이터 통합
연구 및 개발
데이터베이스 개발
기술 개발
기술 관리
QlikView
데이터 수집
Datastage
연구 설계
모델링 및 시뮬레이션
정부 업무
연구 관리
SQL DB2
SQL Azure
데이터베이스 관리
전자정부프레임워크"
어니스트펀드,"• Python활용 Machine Learning 모형 개발 및 분석 가능하신 분
 • 금융기관 프로젝트(CSS/Basel II 등) 경험이 있으신 분
 • 새로운 개발기술에 관심이 많고, 이를 습득하는데 거부감이 없으신 분",서울.한국,https://www.wanted.co.kr/wd/176033,Python
케이티넥스알(KTNexR),"• shell, python 등 서버 관리용 스크립트 작성 가능
• ansible, chef, Puppet과 같은 클러스터 오케스트레이션 도구 활용 경험
• Hadoop 및 Hadoop Eco 활용 가능( hdfs, Spark, Hive, Presto, Zookeeper,Yarn 등)
• 프로그래밍 개발 경험 (Java, Python 등)
• Technical architect 수행 경력 보유
• Linux container 기반의 시스템 구축/ 운영 경험또는 가능자
• Ceph 분산 스토리지 구축/ 운영 경험또는 가능자
• IT 인프라 모니터링에 대한 지식 보유
• Kubernetes operator 구축/운영 경험 또는 가능자",서울.한국,https://www.wanted.co.kr/wd/175855,
누비랩,"[이런 경험이 있다면 더 좋습니다]
• Data Warehouse 환경 경험, Data Mart 설계, 구축 경험 있으신 분
• 데이터 관련 문제 해결 경험 있으신 분
• 해결하고자 하는 문제에 맞게 올바른 아키텍처를 설계할 수 있으신 분
• 동료와의 원활한 커뮤니케이션 및 피드백을 통한 협업 경험이 있으신 분

[기술 스택]
• AWS (EKS, Glue, Redshift, EMR, Athena, S3, RDS)
• Spark, Kafka, Hadoop Ecosystem, Ceph
• Kubernetes, Trerraform, ArgoCD, Github Actions, Istio
• FastAPI, MySQL, Mongodb, MinIO, Airflow, Jenkins
• 협업툴 : Slack, Notion, Github, Google Docs

[이런 성향을 가진 분과 함께하고 싶어요]
• 탁월함에 대한 강한 열망이 있는 분을 선호합니다. 높은 목표를 설정하고 문제를 해결하기 위해 집요하게 파고드는 분, 그 과정에서 누구보다 빠르게 성장하는 분들과 함께하고자 합니다. 
• 여러 관점과 맥락을 파악할 수 있는 분들을 선호합니다. 조직, 팀, 서비스 관점에서 목표와 해결하고자 하는 문제가 무엇인지 정의할 수 있는 분과 함께하고자 합니다.
• 상대방을 존중하면서도 본질에 집중하는 의사소통을 잘 하실 수 있는 분을 선호합니다. 

[근무 조건은 다음과 같아요]
• 근무형태 : 정규직 (프로베이션 기간 3개월 / 급여 100% 지급)
• 근무지 : 서울특별시 강남구 테헤란로 625 덕명빌딩 6층 (삼성역 도보 3분)
• 근무요일/시간: 주 5일(월~금) / 주 40시간(8시-11시 시차자율출근)
• 처우 및 보상 : 개인의 역량, 경험을 바탕으로 인터뷰 후 협의해요",서울.한국,https://www.wanted.co.kr/wd/175149,"Framer
Github
JIRA
Slack
React
Node.js
Python
TypeScript
AWS
Docker
OpenCV
NumPy
React Native
Figma
Notion
Nest.js"
크래프톤(Krafton),"- PUBG Mobile 또는 NEWSTATE 플레이 경험자 또는 모바일 게임 플레이를 즐기시는 분
- Tableau, Python, SQL에 대한 우수한 역량을 지니신 분
- 통계/머신러닝 등 다양한 분석 기법을 활용한 데이터 분석 경험이 있으신 분
- 대용량 데이터처리 경험이 있으신 분


필요 서류를 확인해주세요!
- 입사지원서 (자유 양식), 자기소개서, 경력기술서, 포트폴리오(필요시)",서울.한국,https://www.wanted.co.kr/wd/174981,
루먼랩,"• Computer Vision 관련 직무 경험(Object Detection, Pose Estimation, Action Recognition, Action Quality Assessment)
• 딥러닝 모델 배포, 운영 경험
• Dacon, Kaggle 그 외 인공지능 경진대회 입상 경험
• ONNX 사용자 우대
• slack, notion 잘 활용하는 분",서울.한국,https://www.wanted.co.kr/wd/174937,"B2C
MySQL
Java
Node.js
API
Spring Boot"
클로인트,"• 블록체인 및 암호화폐 관련 기업 근무 경력
• 빅데이터 관련 기업 근무 경력
• 관련 대회 입상, 수상 경력
• 통계분석, 머신러닝 등 관련 분야 석/박사 학위 소지자
• 상위 수준의 영어 의사소통 및 문서 작성 능력",서울.한국,https://www.wanted.co.kr/wd/174913,"Hadoop
MongoDB
MySQL
Spark
Python
R
Tableau
Jenkins
PostgreSQL
Neo4j"
클로인트,"• 온체인 데이터 DB 구축 경험
• 블록체인 및 암호화폐에 대한 높은 이해도
• 온체인 데이터 분석 툴(Dune Analytics, Messari 등) 사용 경험
• 영어 의사소통 및 문서 작성에 어려움이 없는 분",서울.한국,https://www.wanted.co.kr/wd/174907,"Hadoop
MongoDB
MySQL
Spark
Python
R
Tableau
Jenkins
PostgreSQL
Neo4j"
펑타이그레이터차이나(피티코리아),"- 영어 가능하신 분
- 빅데이터 플랫폼 구축, 운영 경험 있으신 분",서울.한국,https://www.wanted.co.kr/wd/174634,AWS
드래프티파이,"• AI 분야 학위 및 연구 성과 보유

• 게임 방송 콘텐츠 분야에 대한 높은 관심 혹은 경험

• 데이터 사이언스 관련 경험",서울.한국,https://www.wanted.co.kr/wd/174586,"Django
Pytorch
Tensorflow
Python
AWS
PostgreSQL
Vue.JS"
에너닷,"• 데이콘, Kaggle등의 데이터 경진대회 수상 경력 (데이터 예측, anomaly detection)
• 신재생에너지 산업에 대한 이해 및 관심이 있는 분",서울.한국,https://www.wanted.co.kr/wd/174202,"Git
React
HTML
Python
SQL
AWS
HTTP
Next.js
Restful API"
한국신용데이터(KCD),"• 추천 시스템을 구축하고 서비스에 적용했던 경험이 있으신 분
• 대용량 데이터 분산 처리에 대한 이해와 빅데이터 분석 플랫폼 사용 경험이 있으신 분",서울.한국,https://www.wanted.co.kr/wd/173139,
티오더,"• 여러 벤더의 POS 장비와 연동 경험이 있으신 분
• 여러 IoT 및 로봇 장비 연동 경험이 있으신 분
• AWS 운영 경험이 있으신 분
• Python/Rust/Typescript 등 컴퓨터 언어에 익숙한 분
• 웹 서비스에 대한 이해도가 높으신 분
• NoSQL (Redis, 엘라스틱서치 등)에 대한 운영 경험이 있으신 분
• Git/노션/슬랙 및 기타 협업 툴에 대한 이해도가 높으신 분",서울.한국,https://www.wanted.co.kr/wd/172929,"Node.js
AWS
DevOps
NodeJS"
하나금융티아이,"· 정보보안 관련 Compliance 이해자 우대
· 리눅스 활용 능력 중급 이상 우대  
· 관련업무 경력 3년 이상 우대",인천.한국,https://www.wanted.co.kr/wd/172820,
티비유,"• AWS/Kubernetes 환경에서의 ETL 파이프라인 구축 경험
• EMR(Hadoop Ecosystem)에 대한 이해, 혹은 EMR 구축 및 운영 경험 보유
• Kafka/Spark/Elasticsearch(Opensearch)/Lucene/Redis/MongoDB/RDB 등의 데이터베이스 및 데이터 처리 어플리케이션의 특성에 대해 이해하고, 이를 활용한 개발 경험을 보유하신 분
• 데이터 기반 서비스 개발에 대한 문제 정의 ＞ 모델링 ＞ 데이터 파이프라인 구축 및 모델 서빙 개발 ＞ 운영 및 검증까지 전 과정에 대한 이해와 경험을 보유하신 분",서울.한국,https://www.wanted.co.kr/wd/172270,"Git
Android
Hadoop
iOS
Spark
Java
JavaScript
Kotlin
Python
Swift
TypeScript
MVVM
AWS
Docker
Spring Framework
Android Studio
React.js
Figma
Kubernetes"
아스타,"• 생성 인공지능 연구개발 경험
• AI 관련 Top-Tier 학회 및 논문 게재 경험
• ML Competition 입상자",서울.한국,https://www.wanted.co.kr/wd/170886,"Pytorch
Tensorflow
Python"
쇼퍼하우스,"이런 능력이 있으시면 좋아요
· 이커머스 관련 예측 및 최적화 프로젝트 경험
· AI 모델 개발 후 서비스 배포 등 상용 서비스 구현 경험
· 인공지능 관련 SCI급 저널 논문 저자
· Kaggle 등 AI 관련 Challenge 수상자
· API Framework에 대한 경험
· CI/CD, MSA관련 프로젝트 경험",서울.한국,https://www.wanted.co.kr/wd/169596,"Github
React
CSS
HTML
JavaScript
TypeScript
AWS
Docker
Next.js"
코넥시오에이치,"• DB 튜닝 및 SQL 쿼리 최적화 경험이 있으신 분
• Docker Swarm, Kubernetes 같은 컨테이너 오케스트레이션 시스템에서 서비스 운영 경험이 있으신 분
• Tableau, Redash, Grafana 등 대시보드 및 BI툴을 이용한 데이터 시각화 경험이 있으신 분
• MLOps 관련 구축 또는 활용 경험이 있으신 분
• 알고리즘, 데이터구조, OS, 데이터베이스 등 기본적인 전산 지식에 대한 이해를 갖추신 분
• 웹 크롤링 경험이 있으신 분",서울.한국,https://www.wanted.co.kr/wd/169465,"Linux
Python
SQL
AWS
Docker
Shell Scripting
RDBMS
ElasticSearch"
이글루코퍼레이션,"ㆍOT/ICS 관련 프로젝트 수행 경험자
ㆍ정보보안 관련 자격증 보유자 (CISA, CISSP 등)
ㆍ유관학과 졸업자 (정보보안, 산업보안, 컴퓨터공학 등)",서울.한국,https://www.wanted.co.kr/wd/169048,"Hadoop
Linux
React
C / C++
JavaScript
Python
SQL
C++
Docker
Spring Framework
MSSQL
Kubernetes
Kubeflow"
오케스트로,"• 정부 R&D 과제 수행 경험이 있으신 분
• 클라우드에 대한 이해도가 높으신 분
• 타부서 혹은 타기관과도 원활히 커뮤니케이션 및 협업 할 수 있으신 분
• 문서작성능력이 우수하신 분 (HWP/Word/PPT/EXCEL 위주의 문서 작성 등)",서울.한국,https://www.wanted.co.kr/wd/167808,"Linux
Python
Golang
Restful API"
페토바이오,"- 의료분야(보건의료, 수의학 등) NLP, ML/DL 프로젝트 진행 경험
- 자연어 처리분야 석사 이상 또는 관련분야 논문참여 경험
- 병원 의료시스템을 이해하고, EMR/PACS 등 경험
- BERT기반 자연어 fine-tuning 및 경량화를 통한 API 구축/런칭 서비스 경험
- Transformer를 활용한 자연어 처리 모델링 경험",서울.한국,https://www.wanted.co.kr/wd/167382,
